past_orthogroup,"change	"
OG0000081,+10*
OG0000332,+10*
OG0000241,+10*
OG0000015,+11*
OG0000053,+13*
OG0000083,+20*
OG0000045,+20*
OG0000018,+22*
OG0001358,+3*
OG0001422,+4*
OG0001407,+4*
OG0000535,+4*
OG0000672,+4*
OG0000411,+4*
OG0000311,+4*
OG0000388,+4*
OG0001416,+5*
OG0001112,+5*
OG0000262,+5*
OG0000499,+5*
OG0000383,+5*
OG0000282,+5*
OG0000380,+5*
OG0000542,+5*
OG0000123,+5*
OG0000216,+5*
OG0000436,+6*
OG0000014,+6*
OG0000553,+6*
OG0000325,+6*
OG0000150,+6*
OG0000119,+6*
OG0000126,+6*
OG0000095,+6*
OG0000818,+7*
OG0000510,+7*
OG0000571,+7*
OG0000145,+7*
OG0000195,+7*
OG0000284,+7*
OG0000912,+8*
OG0000696,+8*
OG0000761,+8*
OG0000331,+8*
OG0000069,+8*
OG0000151,+8*
OG0000118,+8*
OG0000794,+9*