OG,Cnat_Orthofinder_input,Mcav_coral_only_denovo,Ofav_coral_only_denovo,Past_longest_proteome,Ssid_longest_proteome,Total
OG0007747,1,1,1,1,1,5
OG0007748,1,1,1,1,1,5
OG0007785,1,1,1,1,1,5
OG0007801,1,1,1,1,1,5
OG0007824,1,1,1,1,1,5
OG0007866,1,1,1,1,1,5
OG0007900,1,1,1,1,1,5
OG0007925,1,1,1,1,1,5
OG0007941,1,1,1,1,1,5
OG0007953,1,1,1,1,1,5
OG0007980,1,1,1,1,1,5
OG0008036,1,1,1,1,1,5
OG0008045,1,1,1,1,1,5
OG0008047,1,1,1,1,1,5
OG0008078,1,1,1,1,1,5
OG0008089,1,1,1,1,1,5
OG0008106,1,1,1,1,1,5
OG0008120,1,1,1,1,1,5
OG0008123,1,1,1,1,1,5
OG0008137,1,1,1,1,1,5
OG0008146,1,1,1,1,1,5
OG0008150,1,1,1,1,1,5
OG0008151,1,1,1,1,1,5
OG0008155,1,1,1,1,1,5
OG0008163,1,1,1,1,1,5
OG0008169,1,1,1,1,1,5
OG0008214,1,1,1,1,1,5
OG0008233,1,1,1,1,1,5
OG0008250,1,1,1,1,1,5
OG0008251,1,1,1,1,1,5
OG0008266,1,1,1,1,1,5
OG0008286,1,1,1,1,1,5
OG0008302,1,1,1,1,1,5
OG0008313,1,1,1,1,1,5
OG0008324,1,1,1,1,1,5
OG0008328,1,1,1,1,1,5
OG0008330,1,1,1,1,1,5
OG0008365,1,1,1,1,1,5
OG0008369,1,1,1,1,1,5
OG0008371,1,1,1,1,1,5
OG0008376,1,1,1,1,1,5
OG0008397,1,1,1,1,1,5
OG0008424,1,1,1,1,1,5
OG0008428,1,1,1,1,1,5
OG0008440,1,1,1,1,1,5
OG0008443,1,1,1,1,1,5
OG0008447,1,1,1,1,1,5
OG0008451,1,1,1,1,1,5
OG0008453,1,1,1,1,1,5
OG0008463,1,1,1,1,1,5
OG0008500,1,1,1,1,1,5
OG0008512,1,1,1,1,1,5
OG0008521,1,1,1,1,1,5
OG0008540,1,1,1,1,1,5
OG0008562,1,1,1,1,1,5
OG0008565,1,1,1,1,1,5
OG0008566,1,1,1,1,1,5
OG0008576,1,1,1,1,1,5
OG0008582,1,1,1,1,1,5
OG0008587,1,1,1,1,1,5
OG0008609,1,1,1,1,1,5
OG0008626,1,1,1,1,1,5
OG0008628,1,1,1,1,1,5
OG0008632,1,1,1,1,1,5
OG0008667,1,1,1,1,1,5
OG0008676,1,1,1,1,1,5
OG0008691,1,1,1,1,1,5
OG0008710,1,1,1,1,1,5
OG0008724,1,1,1,1,1,5
OG0008729,1,1,1,1,1,5
OG0008735,1,1,1,1,1,5
OG0008755,1,1,1,1,1,5
OG0008759,1,1,1,1,1,5
OG0008760,1,1,1,1,1,5
OG0008762,1,1,1,1,1,5
OG0008770,1,1,1,1,1,5
OG0008772,1,1,1,1,1,5
OG0008783,1,1,1,1,1,5
OG0008792,1,1,1,1,1,5
OG0008794,1,1,1,1,1,5
OG0008796,1,1,1,1,1,5
OG0008798,1,1,1,1,1,5
OG0008800,1,1,1,1,1,5
OG0008809,1,1,1,1,1,5
OG0008814,1,1,1,1,1,5
OG0008817,1,1,1,1,1,5
OG0008818,1,1,1,1,1,5
OG0008824,1,1,1,1,1,5
OG0008828,1,1,1,1,1,5
OG0008834,1,1,1,1,1,5
OG0008836,1,1,1,1,1,5
OG0008857,1,1,1,1,1,5
OG0008859,1,1,1,1,1,5
OG0008861,1,1,1,1,1,5
OG0008863,1,1,1,1,1,5
OG0008865,1,1,1,1,1,5
OG0008870,1,1,1,1,1,5
OG0008875,1,1,1,1,1,5
OG0008876,1,1,1,1,1,5
OG0008886,1,1,1,1,1,5
OG0008890,1,1,1,1,1,5
OG0008891,1,1,1,1,1,5
OG0008893,1,1,1,1,1,5
OG0008906,1,1,1,1,1,5
OG0008911,1,1,1,1,1,5
OG0008915,1,1,1,1,1,5
OG0008922,1,1,1,1,1,5
OG0008926,1,1,1,1,1,5
OG0008928,1,1,1,1,1,5
OG0008937,1,1,1,1,1,5
OG0008939,1,1,1,1,1,5
OG0008955,1,1,1,1,1,5
OG0008956,1,1,1,1,1,5
OG0008960,1,1,1,1,1,5
OG0008962,1,1,1,1,1,5
OG0008963,1,1,1,1,1,5
OG0008975,1,1,1,1,1,5
OG0008987,1,1,1,1,1,5
OG0008990,1,1,1,1,1,5
OG0009000,1,1,1,1,1,5
OG0009001,1,1,1,1,1,5
OG0009003,1,1,1,1,1,5
OG0009010,1,1,1,1,1,5
OG0009014,1,1,1,1,1,5
OG0009018,1,1,1,1,1,5
OG0009022,1,1,1,1,1,5
OG0009024,1,1,1,1,1,5
OG0009026,1,1,1,1,1,5
OG0009027,1,1,1,1,1,5
OG0009029,1,1,1,1,1,5
OG0009038,1,1,1,1,1,5
OG0009039,1,1,1,1,1,5
OG0009051,1,1,1,1,1,5
OG0009056,1,1,1,1,1,5
OG0009058,1,1,1,1,1,5
OG0009062,1,1,1,1,1,5
OG0009069,1,1,1,1,1,5
OG0009074,1,1,1,1,1,5
OG0009076,1,1,1,1,1,5
OG0009078,1,1,1,1,1,5
OG0009080,1,1,1,1,1,5
OG0009084,1,1,1,1,1,5
OG0009088,1,1,1,1,1,5
OG0009091,1,1,1,1,1,5
OG0009094,1,1,1,1,1,5
OG0009097,1,1,1,1,1,5
OG0009100,1,1,1,1,1,5
OG0009108,1,1,1,1,1,5
OG0009114,1,1,1,1,1,5
OG0009115,1,1,1,1,1,5
OG0009125,1,1,1,1,1,5
OG0009126,1,1,1,1,1,5
OG0009131,1,1,1,1,1,5
OG0009138,1,1,1,1,1,5
OG0009140,1,1,1,1,1,5
OG0009141,1,1,1,1,1,5
OG0009143,1,1,1,1,1,5
OG0009145,1,1,1,1,1,5
OG0009146,1,1,1,1,1,5
OG0009153,1,1,1,1,1,5
OG0009154,1,1,1,1,1,5
OG0009155,1,1,1,1,1,5
OG0009158,1,1,1,1,1,5
OG0009159,1,1,1,1,1,5
OG0009160,1,1,1,1,1,5
OG0009161,1,1,1,1,1,5
OG0009165,1,1,1,1,1,5
OG0009171,1,1,1,1,1,5
OG0009173,1,1,1,1,1,5
OG0009176,1,1,1,1,1,5
OG0009177,1,1,1,1,1,5
OG0009178,1,1,1,1,1,5
OG0009180,1,1,1,1,1,5
OG0009185,1,1,1,1,1,5
OG0009188,1,1,1,1,1,5
OG0009192,1,1,1,1,1,5
OG0009194,1,1,1,1,1,5
OG0009195,1,1,1,1,1,5
OG0009200,1,1,1,1,1,5
OG0009202,1,1,1,1,1,5
OG0009204,1,1,1,1,1,5
OG0009205,1,1,1,1,1,5
OG0009218,1,1,1,1,1,5
OG0009224,1,1,1,1,1,5
OG0009225,1,1,1,1,1,5
OG0009227,1,1,1,1,1,5
OG0009235,1,1,1,1,1,5
OG0009239,1,1,1,1,1,5
OG0009243,1,1,1,1,1,5
OG0009248,1,1,1,1,1,5
OG0009249,1,1,1,1,1,5
OG0009251,1,1,1,1,1,5
OG0009252,1,1,1,1,1,5
OG0009253,1,1,1,1,1,5
OG0009254,1,1,1,1,1,5
OG0009255,1,1,1,1,1,5
OG0009256,1,1,1,1,1,5
OG0009258,1,1,1,1,1,5
OG0009261,1,1,1,1,1,5
OG0009263,1,1,1,1,1,5
OG0009265,1,1,1,1,1,5
OG0009267,1,1,1,1,1,5
OG0009268,1,1,1,1,1,5
OG0009269,1,1,1,1,1,5
OG0009274,1,1,1,1,1,5
OG0009279,1,1,1,1,1,5
OG0009281,1,1,1,1,1,5
OG0009282,1,1,1,1,1,5
OG0009283,1,1,1,1,1,5
OG0009291,1,1,1,1,1,5
OG0009293,1,1,1,1,1,5
OG0009295,1,1,1,1,1,5
OG0009297,1,1,1,1,1,5
OG0009302,1,1,1,1,1,5
OG0009303,1,1,1,1,1,5
OG0009307,1,1,1,1,1,5
OG0009309,1,1,1,1,1,5
OG0009311,1,1,1,1,1,5
OG0009313,1,1,1,1,1,5
OG0009314,1,1,1,1,1,5
OG0009315,1,1,1,1,1,5
OG0009316,1,1,1,1,1,5
OG0009320,1,1,1,1,1,5
OG0009323,1,1,1,1,1,5
OG0009325,1,1,1,1,1,5
OG0009328,1,1,1,1,1,5
OG0009331,1,1,1,1,1,5
OG0009332,1,1,1,1,1,5
OG0009333,1,1,1,1,1,5
OG0009339,1,1,1,1,1,5
OG0009340,1,1,1,1,1,5
OG0009341,1,1,1,1,1,5
OG0009342,1,1,1,1,1,5
OG0009343,1,1,1,1,1,5
OG0009344,1,1,1,1,1,5
OG0009346,1,1,1,1,1,5
OG0009349,1,1,1,1,1,5
OG0009351,1,1,1,1,1,5
OG0009356,1,1,1,1,1,5
OG0009357,1,1,1,1,1,5
OG0009359,1,1,1,1,1,5
OG0009361,1,1,1,1,1,5
OG0009363,1,1,1,1,1,5
OG0009365,1,1,1,1,1,5
OG0009366,1,1,1,1,1,5
OG0009369,1,1,1,1,1,5
OG0009370,1,1,1,1,1,5
OG0009375,1,1,1,1,1,5
OG0009377,1,1,1,1,1,5
OG0009379,1,1,1,1,1,5
OG0009380,1,1,1,1,1,5
OG0009381,1,1,1,1,1,5
OG0009382,1,1,1,1,1,5
OG0009383,1,1,1,1,1,5
OG0009384,1,1,1,1,1,5
OG0009385,1,1,1,1,1,5
OG0009386,1,1,1,1,1,5
OG0009387,1,1,1,1,1,5
OG0009388,1,1,1,1,1,5
OG0009390,1,1,1,1,1,5
OG0009392,1,1,1,1,1,5
OG0009393,1,1,1,1,1,5
OG0009394,1,1,1,1,1,5
OG0009395,1,1,1,1,1,5
OG0009396,1,1,1,1,1,5
OG0009397,1,1,1,1,1,5
OG0009401,1,1,1,1,1,5
OG0009402,1,1,1,1,1,5
OG0009403,1,1,1,1,1,5
OG0009406,1,1,1,1,1,5
OG0009408,1,1,1,1,1,5
OG0009409,1,1,1,1,1,5
OG0009410,1,1,1,1,1,5
OG0009411,1,1,1,1,1,5
OG0009412,1,1,1,1,1,5
OG0009417,1,1,1,1,1,5
OG0009420,1,1,1,1,1,5
OG0009422,1,1,1,1,1,5
OG0009424,1,1,1,1,1,5
OG0009426,1,1,1,1,1,5
OG0009434,1,1,1,1,1,5
OG0009436,1,1,1,1,1,5
OG0009438,1,1,1,1,1,5
OG0009439,1,1,1,1,1,5
OG0009440,1,1,1,1,1,5
OG0009442,1,1,1,1,1,5
OG0009444,1,1,1,1,1,5
OG0009445,1,1,1,1,1,5
OG0009448,1,1,1,1,1,5
OG0009450,1,1,1,1,1,5
OG0009452,1,1,1,1,1,5
OG0009453,1,1,1,1,1,5
OG0009454,1,1,1,1,1,5
OG0009455,1,1,1,1,1,5
OG0009456,1,1,1,1,1,5
OG0009458,1,1,1,1,1,5
OG0009460,1,1,1,1,1,5
OG0009461,1,1,1,1,1,5
OG0009462,1,1,1,1,1,5
OG0009464,1,1,1,1,1,5
OG0009466,1,1,1,1,1,5
OG0009469,1,1,1,1,1,5
OG0009470,1,1,1,1,1,5
OG0009473,1,1,1,1,1,5
OG0009475,1,1,1,1,1,5
OG0009476,1,1,1,1,1,5
OG0009482,1,1,1,1,1,5
OG0009485,1,1,1,1,1,5
OG0009487,1,1,1,1,1,5
OG0009490,1,1,1,1,1,5
OG0009492,1,1,1,1,1,5
OG0009493,1,1,1,1,1,5
OG0009494,1,1,1,1,1,5
OG0009495,1,1,1,1,1,5
OG0009496,1,1,1,1,1,5
OG0009497,1,1,1,1,1,5
OG0009498,1,1,1,1,1,5
OG0009500,1,1,1,1,1,5
OG0009501,1,1,1,1,1,5
OG0009502,1,1,1,1,1,5
OG0009504,1,1,1,1,1,5
OG0009508,1,1,1,1,1,5
OG0009510,1,1,1,1,1,5
OG0009521,1,1,1,1,1,5
OG0009525,1,1,1,1,1,5
OG0009527,1,1,1,1,1,5
OG0009532,1,1,1,1,1,5
OG0009533,1,1,1,1,1,5
OG0009535,1,1,1,1,1,5
OG0009537,1,1,1,1,1,5
OG0009539,1,1,1,1,1,5
OG0009540,1,1,1,1,1,5
OG0009541,1,1,1,1,1,5
OG0009542,1,1,1,1,1,5
OG0009543,1,1,1,1,1,5
OG0009544,1,1,1,1,1,5
OG0009545,1,1,1,1,1,5
OG0009546,1,1,1,1,1,5
OG0009547,1,1,1,1,1,5
OG0009548,1,1,1,1,1,5
OG0009549,1,1,1,1,1,5
OG0009553,1,1,1,1,1,5
OG0009554,1,1,1,1,1,5
OG0009555,1,1,1,1,1,5
OG0009556,1,1,1,1,1,5
OG0009559,1,1,1,1,1,5
OG0009560,1,1,1,1,1,5
OG0009562,1,1,1,1,1,5
OG0009563,1,1,1,1,1,5
OG0009564,1,1,1,1,1,5
OG0009565,1,1,1,1,1,5
OG0009567,1,1,1,1,1,5
OG0009574,1,1,1,1,1,5
OG0009578,1,1,1,1,1,5
OG0009579,1,1,1,1,1,5
OG0009580,1,1,1,1,1,5
OG0009581,1,1,1,1,1,5
OG0009583,1,1,1,1,1,5
OG0009584,1,1,1,1,1,5
OG0009586,1,1,1,1,1,5
OG0009587,1,1,1,1,1,5
OG0009589,1,1,1,1,1,5
OG0009591,1,1,1,1,1,5
OG0009592,1,1,1,1,1,5
OG0009594,1,1,1,1,1,5
OG0009597,1,1,1,1,1,5
OG0009598,1,1,1,1,1,5
OG0009602,1,1,1,1,1,5
OG0009604,1,1,1,1,1,5
OG0009605,1,1,1,1,1,5
OG0009608,1,1,1,1,1,5
OG0009616,1,1,1,1,1,5
OG0009617,1,1,1,1,1,5
OG0009618,1,1,1,1,1,5
OG0009622,1,1,1,1,1,5
OG0009624,1,1,1,1,1,5
OG0009625,1,1,1,1,1,5
OG0009626,1,1,1,1,1,5
OG0009629,1,1,1,1,1,5
OG0009630,1,1,1,1,1,5
OG0009631,1,1,1,1,1,5
OG0009634,1,1,1,1,1,5
OG0009635,1,1,1,1,1,5
OG0009636,1,1,1,1,1,5
OG0009639,1,1,1,1,1,5
OG0009640,1,1,1,1,1,5
OG0009642,1,1,1,1,1,5
OG0009643,1,1,1,1,1,5
OG0009644,1,1,1,1,1,5
OG0009645,1,1,1,1,1,5
OG0009647,1,1,1,1,1,5
OG0009648,1,1,1,1,1,5
OG0009649,1,1,1,1,1,5
OG0009650,1,1,1,1,1,5
OG0009652,1,1,1,1,1,5
OG0009654,1,1,1,1,1,5
OG0009658,1,1,1,1,1,5
OG0009659,1,1,1,1,1,5
OG0009663,1,1,1,1,1,5
OG0009664,1,1,1,1,1,5
OG0009665,1,1,1,1,1,5
OG0009668,1,1,1,1,1,5
OG0009669,1,1,1,1,1,5
OG0009670,1,1,1,1,1,5
OG0009671,1,1,1,1,1,5
OG0009673,1,1,1,1,1,5
OG0009674,1,1,1,1,1,5
OG0009676,1,1,1,1,1,5
OG0009678,1,1,1,1,1,5
OG0009680,1,1,1,1,1,5
OG0009681,1,1,1,1,1,5
OG0009682,1,1,1,1,1,5
OG0009683,1,1,1,1,1,5
OG0009686,1,1,1,1,1,5
OG0009687,1,1,1,1,1,5
OG0009690,1,1,1,1,1,5
OG0009692,1,1,1,1,1,5
OG0009693,1,1,1,1,1,5
OG0009694,1,1,1,1,1,5
OG0009695,1,1,1,1,1,5
OG0009696,1,1,1,1,1,5
OG0009697,1,1,1,1,1,5
OG0009698,1,1,1,1,1,5
OG0009701,1,1,1,1,1,5
OG0009703,1,1,1,1,1,5
OG0009705,1,1,1,1,1,5
OG0009706,1,1,1,1,1,5
OG0009707,1,1,1,1,1,5
OG0009708,1,1,1,1,1,5
OG0009710,1,1,1,1,1,5
OG0009712,1,1,1,1,1,5
OG0009714,1,1,1,1,1,5
OG0009716,1,1,1,1,1,5
OG0009719,1,1,1,1,1,5
OG0009720,1,1,1,1,1,5
OG0009721,1,1,1,1,1,5
OG0009722,1,1,1,1,1,5
OG0009723,1,1,1,1,1,5
OG0009724,1,1,1,1,1,5
OG0009725,1,1,1,1,1,5
OG0009727,1,1,1,1,1,5
OG0009728,1,1,1,1,1,5
OG0009730,1,1,1,1,1,5
OG0009731,1,1,1,1,1,5
OG0009738,1,1,1,1,1,5
OG0009739,1,1,1,1,1,5
OG0009742,1,1,1,1,1,5
OG0009744,1,1,1,1,1,5
OG0009745,1,1,1,1,1,5
OG0009749,1,1,1,1,1,5
OG0009750,1,1,1,1,1,5
OG0009753,1,1,1,1,1,5
OG0009754,1,1,1,1,1,5
OG0009755,1,1,1,1,1,5
OG0009758,1,1,1,1,1,5
OG0009759,1,1,1,1,1,5
OG0009760,1,1,1,1,1,5
OG0009761,1,1,1,1,1,5
OG0009764,1,1,1,1,1,5
OG0009765,1,1,1,1,1,5
OG0009768,1,1,1,1,1,5
OG0009769,1,1,1,1,1,5
OG0009770,1,1,1,1,1,5
OG0009775,1,1,1,1,1,5
OG0009776,1,1,1,1,1,5
OG0009777,1,1,1,1,1,5
OG0009781,1,1,1,1,1,5
OG0009782,1,1,1,1,1,5
OG0009784,1,1,1,1,1,5
OG0009786,1,1,1,1,1,5
OG0009788,1,1,1,1,1,5
OG0009789,1,1,1,1,1,5
OG0009792,1,1,1,1,1,5
OG0009795,1,1,1,1,1,5
OG0009797,1,1,1,1,1,5
OG0009800,1,1,1,1,1,5
OG0009802,1,1,1,1,1,5
OG0009806,1,1,1,1,1,5
OG0009807,1,1,1,1,1,5
OG0009808,1,1,1,1,1,5
OG0009809,1,1,1,1,1,5
OG0009811,1,1,1,1,1,5
OG0009812,1,1,1,1,1,5
OG0009814,1,1,1,1,1,5
OG0009817,1,1,1,1,1,5
OG0009818,1,1,1,1,1,5
OG0009821,1,1,1,1,1,5
OG0009822,1,1,1,1,1,5
OG0009825,1,1,1,1,1,5
OG0009827,1,1,1,1,1,5
OG0009828,1,1,1,1,1,5
OG0009829,1,1,1,1,1,5
OG0009832,1,1,1,1,1,5
OG0009834,1,1,1,1,1,5
OG0009835,1,1,1,1,1,5
OG0009836,1,1,1,1,1,5
OG0009837,1,1,1,1,1,5
OG0009839,1,1,1,1,1,5
OG0009840,1,1,1,1,1,5
OG0009841,1,1,1,1,1,5
OG0009842,1,1,1,1,1,5
OG0009844,1,1,1,1,1,5
OG0009845,1,1,1,1,1,5
OG0009846,1,1,1,1,1,5
OG0009847,1,1,1,1,1,5
OG0009852,1,1,1,1,1,5
OG0009854,1,1,1,1,1,5
OG0009856,1,1,1,1,1,5
OG0009858,1,1,1,1,1,5
OG0009859,1,1,1,1,1,5
OG0009860,1,1,1,1,1,5
OG0009861,1,1,1,1,1,5
OG0009866,1,1,1,1,1,5
OG0009869,1,1,1,1,1,5
OG0009870,1,1,1,1,1,5
OG0009872,1,1,1,1,1,5
OG0009873,1,1,1,1,1,5
OG0009874,1,1,1,1,1,5
OG0009876,1,1,1,1,1,5
OG0009879,1,1,1,1,1,5
OG0009880,1,1,1,1,1,5
OG0009881,1,1,1,1,1,5
OG0009883,1,1,1,1,1,5
OG0009885,1,1,1,1,1,5
OG0009887,1,1,1,1,1,5
OG0009888,1,1,1,1,1,5
OG0009890,1,1,1,1,1,5
OG0009892,1,1,1,1,1,5
OG0009893,1,1,1,1,1,5
OG0009894,1,1,1,1,1,5
OG0009895,1,1,1,1,1,5
OG0009896,1,1,1,1,1,5
OG0009899,1,1,1,1,1,5
OG0009900,1,1,1,1,1,5
OG0009901,1,1,1,1,1,5
OG0009904,1,1,1,1,1,5
OG0009906,1,1,1,1,1,5
OG0009909,1,1,1,1,1,5
OG0009910,1,1,1,1,1,5
