OG,Cnat_Orthofinder_input,Mcav_coral_only_denovo,Ofav_coral_only_denovo,Past_longest_proteome,Ssid_longest_proteome,Total
OG0010766,1,1,1,1,1,5
OG0010767,1,1,1,1,1,5
OG0010769,1,1,1,1,1,5
OG0010770,1,1,1,1,1,5
OG0010771,1,1,1,1,1,5
OG0010772,1,1,1,1,1,5
OG0010773,1,1,1,1,1,5
OG0010775,1,1,1,1,1,5
OG0010776,1,1,1,1,1,5
OG0010778,1,1,1,1,1,5
OG0010780,1,1,1,1,1,5
OG0010781,1,1,1,1,1,5
OG0010783,1,1,1,1,1,5
OG0010785,1,1,1,1,1,5
OG0010789,1,1,1,1,1,5
OG0010794,1,1,1,1,1,5
OG0010796,1,1,1,1,1,5
OG0010799,1,1,1,1,1,5
OG0010801,1,1,1,1,1,5
OG0010802,1,1,1,1,1,5
OG0010804,1,1,1,1,1,5
OG0010805,1,1,1,1,1,5
OG0010806,1,1,1,1,1,5
OG0010811,1,1,1,1,1,5
OG0010812,1,1,1,1,1,5
OG0010813,1,1,1,1,1,5
OG0010814,1,1,1,1,1,5
OG0010816,1,1,1,1,1,5
OG0010817,1,1,1,1,1,5
OG0010818,1,1,1,1,1,5
OG0010823,1,1,1,1,1,5
OG0010824,1,1,1,1,1,5
OG0010825,1,1,1,1,1,5
OG0010827,1,1,1,1,1,5
OG0010828,1,1,1,1,1,5
OG0010829,1,1,1,1,1,5
OG0010830,1,1,1,1,1,5
OG0010831,1,1,1,1,1,5
OG0010832,1,1,1,1,1,5
OG0010833,1,1,1,1,1,5
OG0010836,1,1,1,1,1,5
OG0010837,1,1,1,1,1,5
OG0010838,1,1,1,1,1,5
OG0010839,1,1,1,1,1,5
OG0010840,1,1,1,1,1,5
OG0010841,1,1,1,1,1,5
OG0010842,1,1,1,1,1,5
OG0010844,1,1,1,1,1,5
OG0010846,1,1,1,1,1,5
OG0010847,1,1,1,1,1,5
OG0010849,1,1,1,1,1,5
OG0010850,1,1,1,1,1,5
OG0010851,1,1,1,1,1,5
OG0010852,1,1,1,1,1,5
OG0010853,1,1,1,1,1,5
OG0010854,1,1,1,1,1,5
OG0010855,1,1,1,1,1,5
OG0010856,1,1,1,1,1,5
OG0010857,1,1,1,1,1,5
OG0010858,1,1,1,1,1,5
OG0010860,1,1,1,1,1,5
OG0010861,1,1,1,1,1,5
OG0010862,1,1,1,1,1,5
OG0010864,1,1,1,1,1,5
OG0010866,1,1,1,1,1,5
OG0010868,1,1,1,1,1,5
OG0010869,1,1,1,1,1,5
OG0010870,1,1,1,1,1,5
OG0010871,1,1,1,1,1,5
OG0010872,1,1,1,1,1,5
OG0010873,1,1,1,1,1,5
OG0010874,1,1,1,1,1,5
OG0010875,1,1,1,1,1,5
OG0010876,1,1,1,1,1,5
OG0010877,1,1,1,1,1,5
OG0010879,1,1,1,1,1,5
OG0010881,1,1,1,1,1,5
OG0010884,1,1,1,1,1,5
OG0010885,1,1,1,1,1,5
OG0010886,1,1,1,1,1,5
OG0010888,1,1,1,1,1,5
OG0010889,1,1,1,1,1,5
OG0010890,1,1,1,1,1,5
OG0010891,1,1,1,1,1,5
OG0010892,1,1,1,1,1,5
OG0010893,1,1,1,1,1,5
OG0010895,1,1,1,1,1,5
OG0010896,1,1,1,1,1,5
OG0010897,1,1,1,1,1,5
OG0010898,1,1,1,1,1,5
OG0010899,1,1,1,1,1,5
OG0010900,1,1,1,1,1,5
OG0010903,1,1,1,1,1,5
OG0010904,1,1,1,1,1,5
OG0010907,1,1,1,1,1,5
OG0010908,1,1,1,1,1,5
OG0010910,1,1,1,1,1,5
OG0010911,1,1,1,1,1,5
OG0010912,1,1,1,1,1,5
OG0010913,1,1,1,1,1,5
OG0010914,1,1,1,1,1,5
OG0010915,1,1,1,1,1,5
OG0010916,1,1,1,1,1,5
OG0010918,1,1,1,1,1,5
OG0010921,1,1,1,1,1,5
OG0010923,1,1,1,1,1,5
OG0010925,1,1,1,1,1,5
OG0010926,1,1,1,1,1,5
OG0010927,1,1,1,1,1,5
OG0010928,1,1,1,1,1,5
OG0010929,1,1,1,1,1,5
OG0010930,1,1,1,1,1,5
OG0010932,1,1,1,1,1,5
OG0010934,1,1,1,1,1,5
OG0010935,1,1,1,1,1,5
OG0010937,1,1,1,1,1,5
OG0010939,1,1,1,1,1,5
OG0010940,1,1,1,1,1,5
OG0010941,1,1,1,1,1,5
OG0010943,1,1,1,1,1,5
OG0010944,1,1,1,1,1,5
OG0010945,1,1,1,1,1,5
OG0010946,1,1,1,1,1,5
OG0010950,1,1,1,1,1,5
OG0010951,1,1,1,1,1,5
OG0010952,1,1,1,1,1,5
OG0010953,1,1,1,1,1,5
OG0010954,1,1,1,1,1,5
OG0010956,1,1,1,1,1,5
OG0010961,1,1,1,1,1,5
OG0010962,1,1,1,1,1,5
OG0010963,1,1,1,1,1,5
OG0010964,1,1,1,1,1,5
OG0010965,1,1,1,1,1,5
OG0010966,1,1,1,1,1,5
OG0010968,1,1,1,1,1,5
OG0010972,1,1,1,1,1,5
OG0010975,1,1,1,1,1,5
OG0010978,1,1,1,1,1,5
OG0010981,1,1,1,1,1,5
OG0010982,1,1,1,1,1,5
OG0010983,1,1,1,1,1,5
OG0010985,1,1,1,1,1,5
OG0010986,1,1,1,1,1,5
OG0010987,1,1,1,1,1,5
OG0010989,1,1,1,1,1,5
OG0010990,1,1,1,1,1,5
OG0010991,1,1,1,1,1,5
OG0010992,1,1,1,1,1,5
OG0010994,1,1,1,1,1,5
OG0010997,1,1,1,1,1,5
OG0010998,1,1,1,1,1,5
OG0010999,1,1,1,1,1,5
OG0011001,1,1,1,1,1,5
OG0011003,1,1,1,1,1,5
OG0011004,1,1,1,1,1,5
OG0011005,1,1,1,1,1,5
OG0011007,1,1,1,1,1,5
OG0011010,1,1,1,1,1,5
OG0011011,1,1,1,1,1,5
OG0011012,1,1,1,1,1,5
OG0011014,1,1,1,1,1,5
OG0011016,1,1,1,1,1,5
OG0011018,1,1,1,1,1,5
OG0011020,1,1,1,1,1,5
OG0011021,1,1,1,1,1,5
OG0011023,1,1,1,1,1,5
OG0011026,1,1,1,1,1,5
OG0011028,1,1,1,1,1,5
OG0011030,1,1,1,1,1,5
OG0011031,1,1,1,1,1,5
OG0011035,1,1,1,1,1,5
OG0011036,1,1,1,1,1,5
OG0011038,1,1,1,1,1,5
OG0011039,1,1,1,1,1,5
OG0011040,1,1,1,1,1,5
OG0011042,1,1,1,1,1,5
OG0011043,1,1,1,1,1,5
OG0011044,1,1,1,1,1,5
OG0011048,1,1,1,1,1,5
OG0011049,1,1,1,1,1,5
OG0011051,1,1,1,1,1,5
OG0011052,1,1,1,1,1,5
OG0011053,1,1,1,1,1,5
OG0011054,1,1,1,1,1,5
OG0011056,1,1,1,1,1,5
OG0011058,1,1,1,1,1,5
OG0011059,1,1,1,1,1,5
OG0011060,1,1,1,1,1,5
OG0011061,1,1,1,1,1,5
OG0011064,1,1,1,1,1,5
OG0011065,1,1,1,1,1,5
OG0011066,1,1,1,1,1,5
OG0011067,1,1,1,1,1,5
OG0011068,1,1,1,1,1,5
OG0011070,1,1,1,1,1,5
OG0011071,1,1,1,1,1,5
OG0011072,1,1,1,1,1,5
OG0011073,1,1,1,1,1,5
OG0011074,1,1,1,1,1,5
OG0011082,1,1,1,1,1,5
OG0011083,1,1,1,1,1,5
OG0011084,1,1,1,1,1,5
OG0011086,1,1,1,1,1,5
OG0011087,1,1,1,1,1,5
OG0011088,1,1,1,1,1,5
OG0011089,1,1,1,1,1,5
OG0011091,1,1,1,1,1,5
OG0011092,1,1,1,1,1,5
OG0011093,1,1,1,1,1,5
OG0011094,1,1,1,1,1,5
OG0011095,1,1,1,1,1,5
OG0011096,1,1,1,1,1,5
OG0011098,1,1,1,1,1,5
OG0011099,1,1,1,1,1,5
OG0011100,1,1,1,1,1,5
OG0011102,1,1,1,1,1,5
OG0011103,1,1,1,1,1,5
OG0011104,1,1,1,1,1,5
OG0011105,1,1,1,1,1,5
OG0011106,1,1,1,1,1,5
OG0011107,1,1,1,1,1,5
OG0011109,1,1,1,1,1,5
OG0011110,1,1,1,1,1,5
OG0011111,1,1,1,1,1,5
OG0011112,1,1,1,1,1,5
OG0011113,1,1,1,1,1,5
OG0011115,1,1,1,1,1,5
OG0011116,1,1,1,1,1,5
OG0011118,1,1,1,1,1,5
OG0011120,1,1,1,1,1,5
OG0011121,1,1,1,1,1,5
OG0011123,1,1,1,1,1,5
OG0011124,1,1,1,1,1,5
OG0011125,1,1,1,1,1,5
OG0011126,1,1,1,1,1,5
OG0011128,1,1,1,1,1,5
OG0011129,1,1,1,1,1,5
OG0011131,1,1,1,1,1,5
OG0011132,1,1,1,1,1,5
OG0011133,1,1,1,1,1,5
OG0011134,1,1,1,1,1,5
OG0011135,1,1,1,1,1,5
OG0011136,1,1,1,1,1,5
OG0011137,1,1,1,1,1,5
OG0011138,1,1,1,1,1,5
OG0011140,1,1,1,1,1,5
OG0011141,1,1,1,1,1,5
OG0011142,1,1,1,1,1,5
OG0011143,1,1,1,1,1,5
OG0011144,1,1,1,1,1,5
OG0011145,1,1,1,1,1,5
OG0011146,1,1,1,1,1,5
OG0011147,1,1,1,1,1,5
OG0011148,1,1,1,1,1,5
OG0011149,1,1,1,1,1,5
OG0011150,1,1,1,1,1,5
OG0011151,1,1,1,1,1,5
OG0011153,1,1,1,1,1,5
OG0011154,1,1,1,1,1,5
OG0011155,1,1,1,1,1,5
OG0011157,1,1,1,1,1,5
OG0011158,1,1,1,1,1,5
OG0011159,1,1,1,1,1,5
OG0011160,1,1,1,1,1,5
OG0011161,1,1,1,1,1,5
OG0011163,1,1,1,1,1,5
OG0011164,1,1,1,1,1,5
OG0011165,1,1,1,1,1,5
OG0011171,1,1,1,1,1,5
OG0011173,1,1,1,1,1,5
OG0011175,1,1,1,1,1,5
OG0011176,1,1,1,1,1,5
OG0011177,1,1,1,1,1,5
OG0011178,1,1,1,1,1,5
OG0011181,1,1,1,1,1,5
OG0011182,1,1,1,1,1,5
OG0011184,1,1,1,1,1,5
OG0011186,1,1,1,1,1,5
OG0011187,1,1,1,1,1,5
OG0011189,1,1,1,1,1,5
OG0011191,1,1,1,1,1,5
OG0011192,1,1,1,1,1,5
OG0011194,1,1,1,1,1,5
OG0011195,1,1,1,1,1,5
OG0011196,1,1,1,1,1,5
OG0011197,1,1,1,1,1,5
OG0011198,1,1,1,1,1,5
OG0011199,1,1,1,1,1,5
OG0011200,1,1,1,1,1,5
OG0011202,1,1,1,1,1,5
OG0011204,1,1,1,1,1,5
OG0011205,1,1,1,1,1,5
OG0011206,1,1,1,1,1,5
OG0011209,1,1,1,1,1,5
OG0011210,1,1,1,1,1,5
OG0011211,1,1,1,1,1,5
OG0011212,1,1,1,1,1,5
OG0011213,1,1,1,1,1,5
OG0011214,1,1,1,1,1,5
OG0011216,1,1,1,1,1,5
OG0011217,1,1,1,1,1,5
OG0011219,1,1,1,1,1,5
OG0011220,1,1,1,1,1,5
OG0011221,1,1,1,1,1,5
OG0011223,1,1,1,1,1,5
OG0011224,1,1,1,1,1,5
OG0011228,1,1,1,1,1,5
OG0011229,1,1,1,1,1,5
OG0011231,1,1,1,1,1,5
OG0011233,1,1,1,1,1,5
OG0011234,1,1,1,1,1,5
OG0011235,1,1,1,1,1,5
OG0011236,1,1,1,1,1,5
OG0011239,1,1,1,1,1,5
OG0011240,1,1,1,1,1,5
OG0011242,1,1,1,1,1,5
OG0011244,1,1,1,1,1,5
OG0011245,1,1,1,1,1,5
OG0011246,1,1,1,1,1,5
OG0011248,1,1,1,1,1,5
OG0011249,1,1,1,1,1,5
OG0011250,1,1,1,1,1,5
OG0011251,1,1,1,1,1,5
OG0011252,1,1,1,1,1,5
OG0011255,1,1,1,1,1,5
OG0011256,1,1,1,1,1,5
OG0011258,1,1,1,1,1,5
OG0011259,1,1,1,1,1,5
OG0011260,1,1,1,1,1,5
OG0011262,1,1,1,1,1,5
OG0011264,1,1,1,1,1,5
OG0011265,1,1,1,1,1,5
OG0011266,1,1,1,1,1,5
OG0011269,1,1,1,1,1,5
OG0011270,1,1,1,1,1,5
OG0011272,1,1,1,1,1,5
OG0011274,1,1,1,1,1,5
OG0011276,1,1,1,1,1,5
OG0011277,1,1,1,1,1,5
OG0011278,1,1,1,1,1,5
OG0011279,1,1,1,1,1,5
OG0011280,1,1,1,1,1,5
OG0011282,1,1,1,1,1,5
OG0011283,1,1,1,1,1,5
OG0011286,1,1,1,1,1,5
OG0011287,1,1,1,1,1,5
OG0011288,1,1,1,1,1,5
OG0011289,1,1,1,1,1,5
OG0011290,1,1,1,1,1,5
OG0011291,1,1,1,1,1,5
OG0011292,1,1,1,1,1,5
OG0011293,1,1,1,1,1,5
OG0011294,1,1,1,1,1,5
OG0011295,1,1,1,1,1,5
OG0011296,1,1,1,1,1,5
OG0011297,1,1,1,1,1,5
OG0011298,1,1,1,1,1,5
OG0011300,1,1,1,1,1,5
OG0011302,1,1,1,1,1,5
OG0011303,1,1,1,1,1,5
OG0011305,1,1,1,1,1,5
OG0011306,1,1,1,1,1,5
OG0011307,1,1,1,1,1,5
OG0011312,1,1,1,1,1,5
OG0011313,1,1,1,1,1,5
OG0011315,1,1,1,1,1,5
OG0011318,1,1,1,1,1,5
OG0011319,1,1,1,1,1,5
OG0011320,1,1,1,1,1,5
OG0011321,1,1,1,1,1,5
OG0011323,1,1,1,1,1,5
OG0011325,1,1,1,1,1,5
OG0011326,1,1,1,1,1,5
OG0011327,1,1,1,1,1,5
OG0011328,1,1,1,1,1,5
OG0011329,1,1,1,1,1,5
OG0011331,1,1,1,1,1,5
OG0011333,1,1,1,1,1,5
OG0011336,1,1,1,1,1,5
OG0011337,1,1,1,1,1,5
OG0011339,1,1,1,1,1,5
OG0011341,1,1,1,1,1,5
OG0011342,1,1,1,1,1,5
OG0011343,1,1,1,1,1,5
OG0011345,1,1,1,1,1,5
OG0011348,1,1,1,1,1,5
OG0011349,1,1,1,1,1,5
OG0011351,1,1,1,1,1,5
OG0011352,1,1,1,1,1,5
OG0011354,1,1,1,1,1,5
OG0011355,1,1,1,1,1,5
OG0011356,1,1,1,1,1,5
OG0011357,1,1,1,1,1,5
OG0011358,1,1,1,1,1,5
OG0011360,1,1,1,1,1,5
OG0011363,1,1,1,1,1,5
OG0011365,1,1,1,1,1,5
OG0011367,1,1,1,1,1,5
OG0011369,1,1,1,1,1,5
OG0011370,1,1,1,1,1,5
OG0011371,1,1,1,1,1,5
OG0011372,1,1,1,1,1,5
OG0011373,1,1,1,1,1,5
OG0011380,1,1,1,1,1,5
OG0011382,1,1,1,1,1,5
OG0011383,1,1,1,1,1,5
OG0011385,1,1,1,1,1,5
OG0011387,1,1,1,1,1,5
OG0011388,1,1,1,1,1,5
OG0011389,1,1,1,1,1,5
OG0011391,1,1,1,1,1,5
OG0011392,1,1,1,1,1,5
OG0011393,1,1,1,1,1,5
OG0011394,1,1,1,1,1,5
OG0011395,1,1,1,1,1,5
OG0011396,1,1,1,1,1,5
OG0011398,1,1,1,1,1,5
OG0011402,1,1,1,1,1,5
OG0011403,1,1,1,1,1,5
OG0011405,1,1,1,1,1,5
OG0011408,1,1,1,1,1,5
OG0011409,1,1,1,1,1,5
OG0011410,1,1,1,1,1,5
OG0011411,1,1,1,1,1,5
OG0011412,1,1,1,1,1,5
OG0011413,1,1,1,1,1,5
OG0011416,1,1,1,1,1,5
OG0011417,1,1,1,1,1,5
OG0011419,1,1,1,1,1,5
OG0011420,1,1,1,1,1,5
OG0011423,1,1,1,1,1,5
OG0011424,1,1,1,1,1,5
OG0011425,1,1,1,1,1,5
OG0011426,1,1,1,1,1,5
OG0011427,1,1,1,1,1,5
OG0011428,1,1,1,1,1,5
OG0011429,1,1,1,1,1,5
OG0011430,1,1,1,1,1,5
OG0011431,1,1,1,1,1,5
OG0011432,1,1,1,1,1,5
OG0011433,1,1,1,1,1,5
OG0011434,1,1,1,1,1,5
OG0011436,1,1,1,1,1,5
OG0011437,1,1,1,1,1,5
OG0011438,1,1,1,1,1,5
OG0011439,1,1,1,1,1,5
OG0011440,1,1,1,1,1,5
OG0011441,1,1,1,1,1,5
OG0011443,1,1,1,1,1,5
OG0011445,1,1,1,1,1,5
OG0011446,1,1,1,1,1,5
OG0011448,1,1,1,1,1,5
OG0011451,1,1,1,1,1,5
OG0011455,1,1,1,1,1,5
OG0011457,1,1,1,1,1,5
OG0011458,1,1,1,1,1,5
OG0011459,1,1,1,1,1,5
OG0011462,1,1,1,1,1,5
OG0011464,1,1,1,1,1,5
OG0011465,1,1,1,1,1,5
OG0011466,1,1,1,1,1,5
OG0011467,1,1,1,1,1,5
OG0011468,1,1,1,1,1,5
OG0011469,1,1,1,1,1,5
OG0011470,1,1,1,1,1,5
OG0011472,1,1,1,1,1,5
OG0011474,1,1,1,1,1,5
OG0011475,1,1,1,1,1,5
OG0011476,1,1,1,1,1,5
OG0011477,1,1,1,1,1,5
OG0011478,1,1,1,1,1,5
OG0011479,1,1,1,1,1,5
OG0011480,1,1,1,1,1,5
OG0011481,1,1,1,1,1,5
OG0011482,1,1,1,1,1,5
OG0011484,1,1,1,1,1,5
OG0011485,1,1,1,1,1,5
OG0011486,1,1,1,1,1,5
OG0011487,1,1,1,1,1,5
OG0011488,1,1,1,1,1,5
OG0011489,1,1,1,1,1,5
OG0011491,1,1,1,1,1,5
OG0011492,1,1,1,1,1,5
OG0011493,1,1,1,1,1,5
OG0011494,1,1,1,1,1,5
OG0011495,1,1,1,1,1,5
OG0011496,1,1,1,1,1,5
OG0011497,1,1,1,1,1,5
OG0011498,1,1,1,1,1,5
OG0011499,1,1,1,1,1,5
OG0011500,1,1,1,1,1,5
OG0011501,1,1,1,1,1,5
OG0011502,1,1,1,1,1,5
OG0011503,1,1,1,1,1,5
OG0011504,1,1,1,1,1,5
OG0011505,1,1,1,1,1,5
OG0011509,1,1,1,1,1,5
OG0011510,1,1,1,1,1,5
OG0011512,1,1,1,1,1,5
OG0011513,1,1,1,1,1,5
OG0011515,1,1,1,1,1,5
OG0011516,1,1,1,1,1,5
OG0011517,1,1,1,1,1,5
OG0011519,1,1,1,1,1,5
OG0011522,1,1,1,1,1,5
OG0011525,1,1,1,1,1,5
OG0011529,1,1,1,1,1,5
OG0011533,1,1,1,1,1,5
OG0011535,1,1,1,1,1,5
OG0011536,1,1,1,1,1,5
OG0011537,1,1,1,1,1,5
OG0011539,1,1,1,1,1,5
OG0011541,1,1,1,1,1,5
OG0011542,1,1,1,1,1,5
OG0011544,1,1,1,1,1,5
OG0011547,1,1,1,1,1,5
OG0011548,1,1,1,1,1,5
OG0011549,1,1,1,1,1,5
OG0011550,1,1,1,1,1,5
OG0011551,1,1,1,1,1,5
OG0011552,1,1,1,1,1,5
OG0011553,1,1,1,1,1,5
OG0011555,1,1,1,1,1,5
OG0011556,1,1,1,1,1,5
OG0011570,1,1,1,1,1,5
OG0011627,1,1,1,1,1,5
OG0011632,1,1,1,1,1,5
OG0011634,1,1,1,1,1,5
OG0011637,1,1,1,1,1,5
OG0011659,1,1,1,1,1,5
OG0011664,1,1,1,1,1,5
OG0011666,1,1,1,1,1,5
OG0011695,1,1,1,1,1,5
OG0011696,1,1,1,1,1,5
OG0011701,1,1,1,1,1,5
OG0011702,1,1,1,1,1,5
OG0011711,1,1,1,1,1,5
OG0011726,1,1,1,1,1,5
OG0011739,1,1,1,1,1,5
OG0011750,1,1,1,1,1,5
OG0011766,1,1,1,1,1,5
OG0011793,1,1,1,1,1,5
OG0011797,1,1,1,1,1,5
OG0011809,1,1,1,1,1,5